,Subtype_0,Subtype_1,Subtype_2,Subtype_3
MIMAT0018120,0.11356218735044872,-1.1157882403057107,-2.140250743697097,-0.11356218735044872
MIMAT0004920,-1.772549426358042,1.772549426358042,-2.112617381019804,-2.049087761733073
MIMAT0028222,-0.24228948168664147,-0.42905764484679637,-2.1926876548413543,0.24228948168664147
MIMAT0003302,-0.21580619689857172,-2.1448043174849984,-0.25679328988774286,0.21580619689857172
MIMAT0018358,0.8110368122568689,-2.0936874678274755,-0.8110368122568689,-1.9822542190731471
MIMAT0005584,-1.7829586863678137,1.7829586863678137,-1.9015814470325278,-2.214976198956319
MIMAT0022500,-0.747919388197634,-1.31369678758117,0.747919388197634,-2.373056746043666
MIMAT0025460,-1.768790903962646,-2.1958918510252974,1.768790903962646,-1.9423212040284579
MIMAT0005941,-1.6298957562135192,1.217646257291527,-2.3930685964311964,-1.217646257291527
MIMAT0018107,0.019606997953214935,-0.019606997953214935,-2.072225443108331,-0.22953833311958116
MIMAT0002805,-1.268213440759119,1.268213440759119,-1.798351682368079,-2.334780269992201
MIMAT0022491,-1.9555622742351229,0.7683676455073175,-0.7683676455073175,-2.0960574950836635
MIMAT0005882,-1.6533040141728537,1.6533040141728537,-2.0473802635315703,-2.157207294285792
MIMAT0019963,-0.22224940225901144,-2.0687115024193345,0.01484253703313567,-0.01484253703313567
MIMAT0018112,-2.3496451501474693,-1.477119193600152,0.7875147997629546,-0.7875147997629546
MIMAT0002883,0.5222172410113491,-0.5222172410113491,-2.323206551285081,-0.752472355340294
MIMAT0027517,-0.33676001914582393,-2.0927893920472047,-0.014534047695241659,0.014534047695241659
MIMAT0000685,-0.7856013628117532,0.7856013628117532,-2.4018833259858563,-1.0876133057829716
MIMAT0025458,-0.9289629917306956,-2.3372161755234457,-0.5344415528802796,0.5344415528802796
MIMAT0019696,0.5873386340366097,-0.9574312694910827,-2.352964545345119,-0.5873386340366097
MIMAT0005942,-1.5520684529486568,-2.328578480993979,0.7920676383221127,-0.7920676383221127
MIMAT0026482,-1.6852246594234104,-2.1400751239189844,1.6852246594234104,-2.0563261338049643
MIMAT0004612,1.3110838438299983,-1.3110838438299983,-1.3790551207689103,-2.442265177740865
MIMAT0003246,-1.198155561892338,1.198155561892338,-2.391220842010365,-1.6300901714343563
MIMAT0019058,0.15961281707086133,-0.7932913675021596,-2.1966018261935885,-0.15961281707086133
MIMAT0005929,-0.023920689150295715,0.023920689150295715,-2.0748589322715363,-0.23386055387917715
MIMAT0000428,0.36999339876228493,-0.36999339876228493,-0.5492571783976117,-2.2534129423869027
MIMAT0026765,-1.4741825112718305,-2.2779981940474485,1.4741825112718305,-1.9145175312475824
MIMAT0004793,-1.9372121926936092,1.75296274339361,-2.205394762510721,-1.75296274339361
MIMAT0027486,-1.7566302468396662,1.7566302468396662,-2.1632299461565547,-1.9960201450640869
MIMAT0030418,-0.4323588123676949,-2.0195049382058516,-1.8096213816808404,0.4323588123676949
MIMAT0005798,-0.44856287942935696,0.44856287942935696,-2.3026220860982947,-0.7548720131219886
MIMAT0019202,0.8231473191290594,-2.2712306149345207,-1.7200955653470722,-0.8231473191290594
MIMAT0030429,0.3913166697218603,-2.2472368842165946,-1.2752494144513258,-0.3913166697218603
MIMAT0019856,-0.5912255229429713,-1.9757878305935412,-1.977119000566291,0.5912255229429713
MIMAT0019973,0.5768005259181116,-2.3482931882420823,-0.8943838500299656,-0.5768005259181116
MIMAT0004785,-2.038741133117626,0.9637798072373157,-0.9637798072373157,-2.108213827303732
MIMAT0019935,-0.8205011510738656,-2.310090382822721,0.4580073055971231,-0.4580073055971231
MIMAT0011156,0.1254399148656159,-0.662640293706497,-2.178312063805466,-0.1254399148656159
MIMAT0004811,-0.8440892746126163,0.022175423502062787,-2.1280155199506336,-0.022175423502062787
MIMAT0026475,-1.867516694357662,1.867516694357662,-2.0440903771057175,-2.0648326413132354
MIMAT0022833,-2.114633170582758,1.0062419301651833,-1.0062419301651833,-2.048540476872347
MIMAT0019760,-1.2930483404359134,0.900722035618296,-0.900722035618296,-2.412896980035011
MIMAT0022492,-1.5701013171321447,0.41538473669483533,-0.41538473669483533,-2.1568377136897223
MIMAT0021026,-0.4334245859597291,0.4334245859597291,-2.2553550086725047,-0.47142711455212555
MIMAT0018194,-1.6484017811181297,1.1298063838487322,-2.377102417573781,-1.1298063838487322
MIMAT0025462,-0.6839903020837167,-2.2400930236830483,-1.6715715494473165,0.6839903020837167
MIMAT0011777,0.4036108952139155,-0.4036108952139155,-2.2784637317317324,-0.6530748025823871
MIMAT0011160,-1.3258902233219088,1.3258902233219088,-1.3374606513106353,-2.4445723777047736
MIMAT0021083,-0.7697509834900341,-1.9284168983165266,-2.118894655870373,0.7697509834900341
MIMAT0019074,-2.1467760711509767,1.0088696352332829,-1.0088696352332829,-2.0130625424599953
MIMAT0027497,0.12750231380988716,-2.160770831691315,-0.47941912142969706,-0.12750231380988716
MIMAT0014995,0.3857220561187694,-2.28554688631655,-0.8005847547577288,-0.3857220561187694
MIMAT0004929,-0.5048010483100676,-2.1551304053481144,0.10433900350244368,-0.10433900350244368
MIMAT0009199,-1.5114693927827363,1.5114693927827363,-2.3408251773857316,-1.7776867484250751
MIMAT0022298,-0.21838312820870567,-2.221045531034541,0.21838312820870567,-0.8749988434369023
MIMAT0003250,-0.038627595732922876,-2.1393948792959145,0.038627595732922876,-0.7866495365028441
MIMAT0030417,-1.5785136832331572,-0.30248411958834065,-2.085849113196641,0.30248411958834065
MIMAT0022276,-1.664094959408014,-1.1599665080530712,1.1599665080530712,-2.376022993922647
MIMAT0011163,-1.0242173560955792,-0.3945741667577469,-2.2863176990386007,0.3945741667577469
MIMAT0005582,-0.9402431223270558,0.9402431223270558,-2.4263428145202117,-1.2172067085724707
MIMAT0004987,-0.5301920298839026,-2.2302405887573262,0.30378996997928726,-0.30378996997928726
MIMAT0026623,-1.9135922191508188,-1.7855862922270345,1.7855862922270345,-2.2068176061953624
MIMAT0031175,0.37867475539900664,-2.2589513140219037,-0.37867475539900664,-0.5677216088582113
MIMAT0019776,-1.5774583147224766,1.4226532599164385,-1.4226532599164385,-2.4085381066043525
MIMAT0019071,-1.165172225029214,-2.440485228568156,-1.0386106198232934,1.0386106198232934
MIMAT0004560,-1.3931646649022738,1.3931646649022738,-2.4331599185276866,-1.4349336380637399
MIMAT0022473,0.8782441532614862,-0.9230380096078706,-2.410851714866109,-0.8782441532614862
MIMAT0002178,-0.5397062453147055,0.5397062453147055,-2.3383219995326905,-1.0107615686527582
MIMAT0004498,-1.5625001760431136,1.5625001760431136,-2.3589234412710742,-1.7070208436018626
MIMAT0027507,-0.5913469812044103,-2.123341720314662,-1.7980108354023883,0.5913469812044103
MIMAT0005824,-0.47515435476366075,-2.3004919747197605,0.47515435476366075,-0.6669239742332317
MIMAT0027604,-0.9905341079460852,0.9905341079460852,-2.30675549759352,-1.754088480423675
MIMAT0015077,-1.413582259664256,1.413582259664256,-2.132215947929512,-2.110254032889571
MIMAT0004690,-0.5066118230795953,-2.2447711316215604,-1.4681466048540392,0.5066118230795953
MIMAT0021082,-0.9147615576178189,-2.3947570414748993,-1.4283827970405838,0.9147615576178189
MIMAT0022923,-0.14850805508425274,-2.1913065824724813,0.14850805508425274,-0.7428497555643938
MIMAT0019000,-1.781217733932589,1.7103411652385145,-2.298552729876486,-1.7103411652385145
MIMAT0019948,-0.5242703298027366,-1.2870076292315749,0.5242703298027366,-2.3017298462706597
MIMAT0003313,-0.8548936871556811,0.8548936871556811,-2.3709593130741267,-1.4692689565260848
MIMAT0019725,-1.8895524664639884,1.8352596773922702,-1.8352596773922702,-2.1980943188145394
MIMAT0026720,-2.015545000120937,-1.4988042373120352,1.4988042373120352,-2.209427094044811
MIMAT0021021,-1.0398317808524542,0.4671140439533236,-2.312477788365344,-0.4671140439533236
MIMAT0018932,-2.321745938564745,-0.48899493299861585,0.48899493299861585,-0.8657221641415096
MIMAT0015032,-1.7601914333551265,1.7601914333551265,-2.2024000733321465,-1.9375256566819297
MIMAT0019759,-0.5317533478995632,-2.3185557821061624,-0.6928746334881367,0.5317533478995632
MIMAT0005884,-1.6605196577555874,1.6605196577555874,-1.9190204488347986,-2.2458406485953857
MIMAT0018102,0.27131280377699696,-1.9202012614066177,-1.7888857020175803,-0.27131280377699696
MIMAT0019214,-0.7803965791956389,-1.6442186482791952,0.7803965791956389,-2.2901463925210748
MIMAT0027637,-2.3927900267800597,0.8190120518943022,-0.8190120518943022,-0.8330221375944724
MIMAT0019018,-1.1903182337661458,0.8317646940213331,-2.4077134215432117,-0.8317646940213331
MIMAT0004512,0.12624886474870972,-1.201836859395647,-0.12624886474870972,-2.1269702061751135
MIMAT0027454,-0.6059113496232686,-2.3387029497665943,-1.2488483395501702,0.6059113496232686
MIMAT0027368,0.35398643364598786,-0.35398643364598786,-1.3011435886066105,-2.2229852743824408
MIMAT0015031,-0.20582073729915448,-2.0167476904350976,0.20582073729915448,-1.5870003770987056
MIMAT0018119,-1.0063776144105978,-2.395960748952351,-1.50865541191001,1.0063776144105978
MIMAT0005875,-2.2445720737971047,1.4292926990402302,-1.4292926990402302,-1.9712698428307525
MIMAT0002881,-1.4049269980900148,1.4049269980900148,-2.432083808384267,-1.4369028190993618
MIMAT0000262,-0.982835281820333,-1.7294339915167611,0.982835281820333,-2.3160518668827152
MIMAT0018960,-0.040600100716925186,0.040600100716925186,-2.13398129174233,-0.5585532953671752
MIMAT0004676,-0.9622443882222155,0.9622443882222155,-2.0772235824686986,-2.070626624898652
MIMAT0004952,1.1670920112172505,-2.1417611682489155,-2.069221178454659,-1.1670920112172505
MIMAT0018204,-0.1545719907286307,-2.1920797903900593,-0.8752062885536506,0.1545719907286307
MIMAT0022271,0.07394673774028224,-1.7974204952906216,-1.7380301547478343,-0.07394673774028224
MIMAT0000735,1.6579840526554854,-1.6579840526554854,-1.9688071800189628,-2.215194381680208
MIMAT0027505,-1.2478005160353096,1.2478005160353096,-2.3077664323559763,-1.8497457179760908
MIMAT0022925,-1.5113515399101498,1.5113515399101498,-2.32115303527385,-1.824122111638298
MIMAT0019865,-1.4847065719998542,0.5424268092371913,-2.2552368506033815,-0.5424268092371913
MIMAT0004947,-0.08439151168836131,-2.0451196789396793,0.08439151168836131,-1.365041400021311
MIMAT0015008,-1.2488803939486854,1.2488803939486854,-1.7852826113600646,-2.3389311676762095
MIMAT0026606,-2.098772657366384,1.104432003945559,-1.104432003945559,-2.097658281516657
MIMAT0015009,-2.3000383464819856,-0.7952047788484203,0.7952047788484203,-1.6328389006864805
MIMAT0019699,1.4835455179649066,-2.361730582925652,-1.4835455179649066,-1.7290281152433395
MIMAT0019219,-1.9651286465994855,1.31448107718411,-2.2454120650143388,-1.31448107718411
MIMAT0004762,-2.19235446450957,1.6173442032130194,-2.0144032174706097,-1.6173442032130194
MIMAT0004593,-1.3227315800581783,1.3227315800581783,-2.2741658500547293,-1.9210995875602022
MIMAT0018965,-1.876608066549836,-0.5026124618677391,-2.011060729994721,0.5026124618677391
MIMAT0019871,0.07017986664269624,-0.07017986664269624,-2.1255646526556764,-0.39695674943564513
MIMAT0019943,-1.2729364637575504,1.2729364637575504,-2.1075138726368627,-2.1249257874223657
MIMAT0022471,1.7355050494515267,-2.275986187454753,-1.8159535335642878,-1.7355050494515267
MIMAT0024598,-0.6124710017555555,-2.325280694747865,-0.6238278636481822,0.6124710017555555
MIMAT0002823,0.1289527323572034,-2.0622957820260717,-1.394575440362482,-0.1289527323572034
MIMAT0019845,-1.8185329581518315,-0.2700860280346922,0.2700860280346922,-1.8929247161323646
MIMAT0022258,-1.2399136082652609,-1.4799121478355552,-2.4290153027765804,1.2399136082652609
MIMAT0025484,-1.5249805671542027,-2.3879229750946025,0.9862595794208777,-0.9862595794208777
MIMAT0001541,1.0005357440357732,-1.0005357440357732,-2.410443283455293,-1.4357698730902624
MIMAT0019218,-1.4243729029235472,-2.3695486026186976,-1.7182894850691262,1.4243729029235472
MIMAT0015051,-0.6182389697272218,-1.7452198573579127,-2.170554789701395,0.6182389697272218
MIMAT0019748,-0.6634302839728046,-1.9938241954836222,0.6634302839728046,-2.0041983082641224
MIMAT0027103,-0.7392193028552978,-1.8275789130214461,0.7392193028552978,-2.1770436485225213
MIMAT0027649,0.1912808390558797,-0.7320228916603798,-2.209247119140231,-0.1912808390558797
MIMAT0020959,-1.8919433639335692,1.3655588343372445,-1.3655588343372445,-2.2929829024688573
MIMAT0004695,-0.005084898368890308,-0.017289567349425362,-2.0074055168494636,0.005084898368890308
MIMAT0019688,-0.6134776688473319,0.3242557142319516,-2.2487658066471385,-0.3242557142319516
MIMAT0018183,-0.44428345265925534,0.2763640507090339,-2.20637827824999,-0.2763640507090339
MIMAT0026479,0.8382754392761756,-0.8382754392761756,-2.4066039110145185,-0.9388014474136114
MIMAT0005885,-0.37002949691137327,-2.1692332889349872,-0.20684786811696335,0.20684786811696335
MIMAT0022274,-1.468125813996881,1.468125813996881,-1.5589285758255744,-2.408399445331417
MIMAT0003244,-2.166274129475323,-0.1732169133203587,-1.1479940974215166,0.1732169133203587
MIMAT0021117,-0.4204334009953185,-1.4316294818352848,-2.2161253873579723,0.4204334009953185
MIMAT0027650,-1.5172946992585203,1.5172946992585203,-2.37827686116672,-1.6638703764224212
MIMAT0022280,-1.690122350193324,1.6521791461028705,-2.345603793987792,-1.6521791461028705
MIMAT0004928,-0.8973168746218035,-2.2553781919402662,0.3014508267837005,-0.3014508267837005
MIMAT0022838,-0.688559091013654,0.688559091013654,-0.9127807576796332,-2.3767777865185797
MIMAT0022482,-0.8029108207451146,0.8029108207451146,-2.2010832233263584,-1.832844237101945
MIMAT0022862,-0.7140680727238904,0.7140680727238904,-2.382408357372526,-0.9150114178641936
MIMAT0022695,1.7587157474605795,-2.288374637866912,-1.7587157474605795,-1.7652148610447331
MIMAT0026617,-2.295226590967545,0.906728358801236,-1.7279076961026172,-0.906728358801236
MIMAT0003336,-1.5657985485298078,0.9495953259904883,-2.3684373494787687,-0.9495953259904883
MIMAT0022924,-1.4565207892813172,1.4565207892813172,-2.270436675286418,-1.9290846572620877
MIMAT0022705,-0.09952648788479562,0.08396025723002523,-2.0592505398118015,-0.08396025723002523
MIMAT0011161,-0.6992215195388312,-0.20840957240678565,-2.2146987757885297,0.20840957240678565
MIMAT0018203,1.1713952690432554,-2.2724199240965475,-1.8937967462537344,-1.1713952690432554
MIMAT0022257,-0.2120828367199876,-2.1834673002032168,-0.43267842596372824,0.2120828367199876
MIMAT0019047,1.4172381381739416,-2.3484486162553315,-1.7755161046618482,-1.4172381381739416
MIMAT0004548,0.11225037896682928,-2.1294942130707666,-0.11225037896682928,-0.33446277410540426
MIMAT0004592,-0.43956530862226895,0.43956530862226895,-2.2972381957792005,-0.7254459283631727
MIMAT0019911,-1.5446005514636418,1.3815090975653304,-2.4174429166706934,-1.3815090975653304
MIMAT0004959,-1.3913891561471157,1.3913891561471157,-2.4288045324354512,-1.4719639741047474
MIMAT0014979,-0.6437439890132816,-2.2300014328495683,0.6437439890132816,-1.655999697095023
MIMAT0003235,-1.9757122931104152,-2.146209578240218,1.8267560027393686,-1.8267560027393686
MIMAT0004772,-1.9306776414939546,1.9043115519374292,-1.9043115519374292,-2.133480448753659
MIMAT0018104,-1.1333105335294402,0.7968455354023664,-2.4031120689737904,-0.7968455354023664
MIMAT0015075,-0.44778103256780943,0.22164318786769416,-2.189438334693022,-0.22164318786769416
MIMAT0000273,-0.30564857986871313,-2.0164474230876883,-1.6962722814590248,0.30564857986871313
MIMAT0005943,-1.3673975071907722,0.7995716309037363,-2.378085111412914,-0.7995716309037363
MIMAT0019873,0.7238824356412927,-0.7238824356412927,-2.2109275966401065,-1.7604294349574185
MIMAT0028118,-0.10734123131259396,0.10734123131259396,-1.1132264743676101,-2.1372893164050515
MIMAT0004953,-1.4667751056183245,1.4667751056183245,-1.9432544770313962,-2.261211045700732
MIMAT0019728,-0.02134907052989212,-2.076691394610681,-0.2459816269608038,0.02134907052989212
MIMAT0026718,-1.817119194364092,-1.648210431275424,-2.3007198607105304,1.648210431275424
MIMAT0026481,-1.424972276478384,1.086009027685565,-1.086009027685565,-2.425164248551177
MIMAT0028122,-0.06484105581153653,0.06484105581153653,-1.6205085533738601,-1.88669767459095
MIMAT0005883,-0.3502024452684607,-2.199325363123006,0.3502024452684607,-1.3752294990161624
MIMAT0030421,-1.2226442766558872,1.195781320616122,-2.449245485620804,-1.195781320616122
MIMAT0027463,0.6695942540422626,-2.0887689801403035,-1.9025630364225892,-0.6695942540422626
MIMAT0017991,-1.6919343994336085,1.2366354645888633,-2.374727857177826,-1.2366354645888633
MIMAT0001412,-0.06848405732775753,-2.0650137834938582,0.06848405732775753,-0.13578315246274164
MIMAT0004805,-2.0846862140501705,-1.6288830823416733,1.6288830823416733,-2.1305593933382503
